,Medicine Name ,Medicine MF,Medicine MW,IUPAC Name,Compound CID ,Create Date
74,"oxazepam; Tazepam; Serax; 604-75-1; ...; Oxazepam solution, drug standard, 1.0 mg/mL in methanol; ...",C15H11ClN2O2,C15H11ClN2O2,Isomeric SMILES: C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,4616,  2004-09-16
75,"testosterone; 58-22-0; Androderm; Testosteron; ...; Testosterone solution, 1.0 mg/mL in 1,2-dimethoxyethane, drug standard; ...",C19H28O2,C19H28O2,Isomeric SMILES: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,6013,  2004-09-16
76,"Amitriptyline hydrochloride; 549-18-8; Amitriptyline HCl; Annoyltin; ...; Amitriptyline hydrochloride, drug standard, 1.0 mg/mL in methanol; ...",C20H24ClN,C20H24ClN,Isomeric SMILES: CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,11065,  2005-06-08
77,"MIDODRINE HYDROCHLORIDE; 3092-17-9; 43218-56-0; Pro-Amatine; ...; Midodrine hydrochloride, analytical standard, for drug analysis; ...",C12H19ClN2O4,C12H19ClN2O4,Isomeric SMILES: COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,18340,  2005-06-24
78,"Desipramine hydrochloride; 58-28-6; Norpramin; Desipramine Hcl; ...; Desipramine hydrochloride solution, drug standard, 1.0 mg/mL in methanol; ...",C18H23ClN2,C18H23ClN2,Isomeric SMILES: CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,65327,  2005-06-24
79,"Mianserin hydrochloride; 21535-47-7; Mianserin HCl; Mianserine hydrochloride; ...; Mianserin hydrochloride, analytical standard, for drug analysis; ...",C18H21ClN2,C18H21ClN2,Isomeric SMILES: CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,68551,  2005-06-24
80,"cotinine; (-)-Cotinine; 486-56-6; (S)-Cotinine; ...; (-)-Cotinine solution, drug standard, 1.0 mg/mL in methanol; ...",C10H12N2O,C10H12N2O,Isomeric SMILES: CN1[C@@H](CCC1=O)C2=CN=CC=C2,854019,  2005-07-09
81,"cannabinol; 521-35-7; Cannabinolo [DCIT]; Cannabinolum [INN-Latin]; ...; Cannabinol solution, 1.0 mg/mL in methanol, analytical standard, for drug analysis",C21H26O2,C21H26O2,Isomeric SMILES: CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,2543,  2005-03-25
82,"Nordazepam; Nordiazepam; desmethyldiazepam; Dealkylprazepam; ...; Desmethyldiazepam solution, drug standard, 1.0 mg/mL in methanol; ...",C15H11ClN2O,C15H11ClN2O,Isomeric SMILES: C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,2997,  2005-03-25
83,"dropropizine; 17692-31-8; 3-(4-phenylpiperazin-1-yl)propane-1,2-diol; Dipropizine; ...; (+/-)-Dropropizine, analytical standard, for drug analysis",C13H20N2O2,C13H20N2O2,Isomeric SMILES: C1CN(CCN1CC(CO)O)C2=CC=CC=C2,3169,  2005-03-25
84,"estazolam; 29975-16-4; Eurodin; ProSom; ...; Estazolam solution, drug standard, 100 mug/L in methanol; ...",C16H11ClN4,C16H11ClN4,Isomeric SMILES: C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,3261,  2005-03-25
85,"flufenamic acid; 530-78-9; Arlef; Fluphenamic acid; ...; Flufenamic acid, analytical standard, for drug analysis; ...",C14H10F3NO2,C14H10F3NO2,Isomeric SMILES: C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,3371,  2005-03-25
86,"flunitrazepam; 1622-62-4; Narcozep; Rohypnol; ...; Flunitrazepam solution, drug standard, 1.0 mg/mL in methanol; ...",C16H12FN3O3,C16H12FN3O3,Isomeric SMILES: CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,3380,  2005-03-25
87,"meprobamate; Meprobamat; Meprospan; Equanil; ...; Meprobamate solution, drug standard, 1.0 mg/mL in methanol; ...",C9H18N2O4,C9H18N2O4,Isomeric SMILES: CCCC(C)(COC(=O)N)COC(=O)N,4064,  2005-03-25
88,"secobarbital; Quinalbarbitone; Secobarbitone; Seconal; ...; Secobarbital solution, 1.0 mg/mL in methanol, analytical standard, for drug analysis",C12H18N2O3,C12H18N2O3,Isomeric SMILES: CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,5193,  2005-03-25
89,"MEGESTROL ACETATE; 595-33-5; Megace; Megace ES; ...; Megestrol acetate, analytical standard, for drug analysis; ...",C24H32O4,C24H32O4,Isomeric SMILES: CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,11683,  2005-03-26
90,"Methadone hydrochloride; Algolysin; Butalgin; Depridol; ...; (+/-)-Methadone hydrochloride solution, drug standard, 1.0 mg/mL in methanol",C21H28ClNO,C21H28ClNO,Isomeric SMILES: CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,14184,  2005-06-01
91,"BECLOMETHASONE DIPROPIONATE; Beclometasone dipropionate; 5534-09-8; Beclovent; ...; Beclomethasone dipropionate, analytical standard, for drug analysis; ...",C28H37ClO7,C28H37ClO7,Isomeric SMILES: CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,21700,  2005-06-24
92,"nicergoline; 27848-84-6; Nimergoline; Nicergolinum; ...; Nicergoline, analytical standard, for drug analysis; ...",C24H26BrN3O3,C24H26BrN3O3,Isomeric SMILES: CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,34040,  2005-06-24
93,"TICLOPIDINE HYDROCHLORIDE; 53885-35-1; Ticlopidine HCL; Ticlodix; ...; Ticlopidine hydrochloride, analytical standard, for drug analysis; ...",C14H15Cl2NS,C14H15Cl2NS,Isomeric SMILES: C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,65335,  2005-06-24
94,"Antazoline phosphate; 154-68-7; Antazoline phosphate [USP]; Antazoline HPO; ...; Antazoline phosphate salt, analytical standard, for drug analysis; ...",C17H22N3O4P,C17H22N3O4P,Isomeric SMILES: C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.OP(=O)(O)O,158798,  2005-06-29
95,"thiopental; Pentothiobarbital; Penthiobarbital; Thiopentone; ...; (+/-)Thiopental solution, 1.0 mg/mL in methanol, analytical standard, for drug analysis; ...",C11H18N2O2S,C11H18N2O2S,Isomeric SMILES: CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,3000715,  2005-03-25
96,"codeine; Methylmorphine; Codeine anhydrous; Codicept; ...; Codeine solution, analytical standard, for drug analysis, 1.0 mg/mL in methanol; ...",C18H21NO3,C18H21NO3,Isomeric SMILES: CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,5284371,  2004-09-16
97,"Gabexate mesylate; 56974-61-9; Gabexate mesilate; Gabexate (mesylate); ...; Gabexate mesylate, analytical standard, for drug analysis; ...",C17H27N3O7S,C17H27N3O7S,Isomeric SMILES: CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O,6604561,  2006-05-30
98,Seretide; Advair; Adoair; 136112-01-1; ...; Fluticasone-Salmeterol Drug Combination; ...,C50H68F3NO9S,C50H68F3NO9S,Isomeric SMILES: CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H](C3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF.C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,56841124,  2012-03-21
99,"PHENYLACETIC ACID; 2-Phenylacetic acid; Benzeneacetic acid; 103-82-2; ...; Tropicamide impurity D (Phenylacetic acid - Drug Precursor), European Pharmacopoeia (EP) Reference Standard",C8H8O2,C8H8O2,Isomeric SMILES: C1=CC=C(C=C1)CC(=O)O,999,  2004-09-16
100,"barbital; Veronal; Barbitone; 57-44-3; ...; Barbital solution, drug standard, 1.0 mg/mL in methanol; ...",C8H12N2O3,C8H12N2O3,Isomeric SMILES: CCC1(C(=O)NC(=O)NC1=O)CC,2294,  2005-03-25
101,"bromazepam; Lexotanil; Compedium; Durazanil; ...; Bromazepam, drug standard, 1.0 mg/mL in methanol; ...",C14H10BrN3O,C14H10BrN3O,Isomeric SMILES: C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,2441,  2005-03-25
102,"PSILOCIN; Psilocine; 4-Hydroxy-N,N-dimethyltryptamine; Psilotsin; ...; Psilocin solution, 100 mug/mL in methanol, drug standard; ...",C12H16N2O,C12H16N2O,Isomeric SMILES: CN(C)CCC1=CNC2=C1C(=CC=C2)O,4980,  2005-03-25
103,"Dextroamphetamine sulfate; Ditab; Medex; Dextroamphetamine sulphate; ...; D-Amphetamine hemisulfate salt solution, 1.0 mg/mL in methanol, analytical standard, for drug analysis; ...",C18H28N2O4S,C18H28N2O4S,Isomeric SMILES: C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.OS(=O)(=O)O,5825,  2005-06-24
104,"PHENCYCLIDINE; 1-(1-Phenylcyclohexyl)piperidine; Angel dust; Piperidine, 1-(1-phenylcyclohexyl)-; ...; Phencyclidine solution, 1 mg/mL in methanol, drug standard; ...",C17H25N,C17H25N,Isomeric SMILES: C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,6468,  2005-03-26
105,"sulfadoxine & pyrimethamine; sulfadoxine + pyrimethamine; Fansidar; 37338-39-9; ...; fanasil, pyrimethamine drug combination; ...",C24H27ClN8O4S,C24H27ClN8O4S,Isomeric SMILES: CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl.COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,65404,  2005-03-26
106,"Methamphetamine hydrochloride; 51-57-0; Methamphetamine HCL; Adipex; ...; (+)-Methamphetamine hydrochloride solution, analytical standard, for drug analysis, 1.0 mg/mL in methanol; ...",C10H16ClN,C10H16ClN,Isomeric SMILES: C[C@@H](CC1=CC=CC=C1)NC.Cl,66124,  2005-06-24
107,Tegafur-Uracil; Ufur; Uftoral; 74578-38-4; ...; UFT(R) drug; ...,C12H13FN4O5,C12H13FN4O5,Isomeric SMILES: C1CC(OC1)N2C=C(C(=O)NC2=O)F.C1=CNC(=O)NC1=O,104747,  2005-06-24
108,"Florfenicol; 73231-34-2; Nuflor; (-)-Florfenicol; ...; Florfenicol, analytical standard, for drug analysis; ...",C12H14Cl2FNO4S,C12H14Cl2FNO4S,Isomeric SMILES: CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,114811,  2005-08-08
109,"Aggrenox; Aspirin mixture with Dipyridamole; 87653-67-6; Asasantin; ...; aspirin, dipyridamole drug combination; ...",C33H48N8O8,C33H48N8O8,Isomeric SMILES: CC(=O)OC1=CC=CC=C1C(=O)O.C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,137329,  2005-08-08
110,cocaine; Benzoylmethylecgonine; Neurocaine; Kokain; ...; Pimp's drug; ...,C17H21NO4,C17H21NO4,Isomeric SMILES: CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,446220,  2005-06-08
111,"BUPRENORPHINE HYDROCHLORIDE; 53152-21-9; Subutex; Temgesic; ...; Buprenorphine hydrochloride solution, analytical standard, for drug analysis; ...",C29H42ClNO4,C29H42ClNO4,Isomeric SMILES: C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O.Cl,3033050,  2005-08-08
112,"Gaviscon; 66220-44-8; Gastrocote; Quigel; ...; alginate, aluminium hydroxide, magnesium trisilicate, sodium bicarbonate drug combination; ...",CH4AlMgNaO7Si,CH4AlMgNaO7Si,Isomeric SMILES: C(=O)(O)[O-].[OH-].[OH-].[OH-].[O-2].[Na+].[Mg+2].[Al+3].[Si],6336690,  2005-08-08
113,"artemether + lumefantrine; Artemether and lumefantrine; 141204-94-6; Co-Artemether; ...; Artemether, Lumefantrine Drug Combination; ...",C46H58Cl3NO6,C46H58Cl3NO6,Isomeric SMILES: CCCCN(CCCC)CC(C1=CC(=CC\2=C1C3=C(/C2=C/C4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O.C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC)C,6450800,  2006-04-29
114,"Vytorin; 444313-53-5; INEGY; [(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate;(3R,4S)-1-(4-fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one; ...; ezetimibe, simvastatin drug combination; ...",C49H59F2NO8,C49H59F2NO8,Isomeric SMILES: CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C.C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,9832423,  2006-10-25
115,"731772-50-2; Efavirenz, emtricitabine, and tenofovir disoproxil fumarate; Efavirenz / emtricitabine / tenofovir disoproxil; Efavirenz mixture with emtricitabine and tenofovir disoproxil fumarate; ...; efavirenz, emtricitabine, tenofovir disoproxil fumarate drug combination; ...",C45H53ClF4N9O19PS,C45H53ClF4N9O19PS,Isomeric SMILES: C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F.C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F.C(=C/C(=O)O)\C(=O)O,9833525,  2006-10-25
116,"Lidocaine mixture with Prilocaine; Lidocaine/prilocaine; Emla; 101362-25-8; ...; Lidocaine, Prilocaine Drug Combination; ...",C27H42N4O2,C27H42N4O2,Isomeric SMILES: CCCNC(C)C(=O)NC1=CC=CC=C1C.CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,9911821,  2006-10-25
117,"Bunavail; Buprenorphine mixture with Naloxone; 352020-56-5; Buprenorphine-Naloxone; ...; Buprenorphine, Naloxone Drug Combination; ...",C48H62N2O8,C48H62N2O8,Isomeric SMILES: C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O.C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,11274356,  2006-10-26
118,"Amlodipine/valsartan; Amlodipine mixture with valsartan; 254972-16-2; Amlodipine valsartan; ...; amlodipine, valsartan drug combination; ...",C44H54ClN7O8,C44H54ClN7O8,Isomeric SMILES: CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O.CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,11354874,  2006-10-26
119,"Combigan; 952743-07-6; Brimonidine/timolol; 5-bromo-N-(4,5-dihydro-1H-imidazol-2-yl)quinoxalin-6-amine;(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol; ...; Brimonidine Tartrate, Timolol Maleate Drug Combination; ...",C24H34BrN9O3S,C24H34BrN9O3S,Isomeric SMILES: CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O.C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,11387895,  2006-10-26
120,"emtricitabine & tenofovir; emtricitabine + tenofovir; emtricitabine and tenofovir; Emtricitabine and tenofovir disoproxil fumarate; ...; Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination; ...",C31H44FN8O17PS,C31H44FN8O17PS,Isomeric SMILES: C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F.C(=C/C(=O)O)\C(=O)O,11954236,  2006-11-22
121,"amlodipine, atorvastatin drug combination; 930274-47-8; Amlodipine Besylate mixture with Atorvastatin Calcium; calcium;benzenesulfonic acid;3-O-ethyl 5-O-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate;(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoate; Amlodipine/atorvastatin; ...",C92H99CaClF2N6O18S,C92H99CaClF2N6O18S,Isomeric SMILES: CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.C1=CC=C(C=C1)S(=O)(=O)O.[Ca+2],11982821,  2007-01-09
122,"MORPHINE SULFATE; 64-31-3; Astramorph; Duramorph; ...; Morphine sulfate salt solution, 1.0 mg/mL in methanol, drug standard; ...",C34H40N2O10S,C34H40N2O10S,Isomeric SMILES: CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,16051935,  2007-05-07
123,"Imipenem and cilastatin; 92309-29-0; Imipenem-Cilastatin sodium hydrate; Thienam; ...; cilastatin, imipenem drug combination; ...",C28H43N5O9S2,C28H43N5O9S2,Isomeric SMILES: C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O.CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C,17756656,  2007-11-26
124,"Epiduo; Adapalene mixture with benzoyl peroxide; 1194805-81-6; Epiduo Forte; ...; Adapalene, Benzoyl Peroxide Drug Combination",C42H38O7,C42H38O7,Isomeric SMILES: COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5.C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,23653552,  2008-01-28
125,"Zosyn; 157044-21-8; Zosyn injection; sodium;(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate;(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; ...; piperacillin, tazobactam drug combination; ...",C33H38N9NaO12S2,C33H38N9NaO12S2,Isomeric SMILES: CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+],23695841,  2008-02-05
126,"Combivent Respimat; 1031840-23-9; Duolin; 4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol;(8-methyl-8-propan-2-yl-8-azoniabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate;sulfuric acid;bromide; ...; Albuterol, Ipratropium Drug Combination; ...",C46H74BrN3O13S,C46H74BrN3O13S,Isomeric SMILES: CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O.[Br-],24847804,  2008-07-11
127,"Janumet XR; Metformin hydrochloride mixture with sitagliptin phosphate; 1011232-08-8; Imidodicarbonimidic diamide, N,N-dimethyl-, hydrochloride (1:1), mixt. with (3R)-3-amino-1-(5,6-dihydro-3-(trifluoromethyl)-1,2,4-triazolo(4,3-a)pyrazin-7(8H)-yl)-4-(2,4,5-trifluorophenyl)-1-butanone phosphate (1:1); ...; Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination; ...",C20H30ClF6N10O5P,C20H30ClF6N10O5P,Isomeric SMILES: CN(C)C(=N)N=C(N)N.C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.OP(=O)(O)O.Cl,24848107,  2008-07-11
128,"cobicistat & elvitegravir & emtricitabine & tenofovir disoproxil fumarate; cobicistat + elvitegravir + emtricitabine + tenofovir disoproxil fumarate; cobicistat and elvitegravir and emtricitabine and tenofovir disoproxil fumarate; Stribild; ...; Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination; ...",C94H120ClF2N16O27PS3,C94H120ClF2N16O27PS3,Isomeric SMILES: C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5.CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O.C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F.C(=C/C(=O)O)\C(=O)O,44232548,  2009-10-19
129,"150693-37-1; Formoterol / budesonide; Budesonide-formoterol mixt; Formoterol-budesonide mixt; ...; Budesonide, Formoterol Fumarate Drug Combination; ...",C44H58N2O10,C44H58N2O10,Isomeric SMILES: CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C.C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O,56841116,  2012-03-21
130,"Mometasone furoate and formoterol fumarate dihydrate; Mometasone Furoate, Formoterol Fumarate Drug Combination; Formoterol fumarate dihydrate mixture with mometasone furoate; 1609016-84-3",C69H86Cl2N4O20,C69H86Cl2N4O20,Isomeric SMILES: C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O,118987285,  2016-05-01
131,"clozapine; 5786-21-0; Leponex; Clozapin; ...; Clozapine, drug standard, 1.0 mg/mL in methanol; ...",C18H19ClN4,C18H19ClN4,Isomeric SMILES: CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,135398737,  2019-01-15
132,"Dronabinol; TETRAHYDROCANNABINOL; Marinol; delta9-Tetrahydrocannabinol; ...; (-)-Delta9-Tetrahydrocannabinol solution, ~1 mg/mL in ethanol, analytical standard, for drug analysis; ...",C21H30O2,C21H30O2,Isomeric SMILES: CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,16078,  2005-03-26
133,"nicotine; L-Nicotine; 54-11-5; (-)-Nicotine; ...; (-)-Nicotine solution, 1.0 mg/mL, analytical standard, for drug analysis; ...",C10H14N2,C10H14N2,Isomeric SMILES: CN1CCC[C@H]1C2=CN=CC=C2,89594,  2004-09-16
134,"IODIPAMIDE; Adipiodone; 606-17-7; Iodipamic acid; ...; Iodipamide, analytical standard, for drug analysis; ...",C20H14I6N2O6,C20H14I6N2O6,Isomeric SMILES: C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,3739,  2005-03-25
135,"MDMA hydrochloride; 64057-70-1; (+/-)-MDMA hydrochloride; 92279-84-0; ...; (+/-)-3,4-Methylenedioxymethamphetamine hydrochloride solution, ~1 mg/mL in methanol, analytical standard, for drug analysis; ...",C11H16ClNO2,C11H16ClNO2,Isomeric SMILES: CC(CC1=CC2=C(C=C1)OCO2)NC.Cl,71285,  2005-08-08
136,"tetrandrine; 518-34-3; D-Tetrandrine; (+)-Tetrandrine; ...; Tetrandrine, analytical standard, for drug analysis; ...",C38H42N2O6,C38H42N2O6,Isomeric SMILES: CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,73078,  2005-03-26
137,"levodopa & carbidopa; levodopa + carbidopa; levodopa and carbidopa; Nacom; ...; carbidopa, levodopa drug combination; ...",C19H25N3O8,C19H25N3O8,Isomeric SMILES: C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,104778,  2005-08-08
138,Eicosapentaenoic acid; Timnodonic acid; Icosapent; 10417-94-4; ...; EPA [drug]; ...,C20H30O2,C20H30O2,Isomeric SMILES: CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,446284,  2005-03-26
139,"Oxycodone hydrochloride; 124-90-3; Oxycodone Hcl; Oxycontin; ...; Oxycodone hydrochloride solution, 1.0 mg/mL in methanol, analytical standard, for drug analysis",C18H22ClNO4,C18H22ClNO4,Isomeric SMILES: CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O.Cl,5462350,  2005-06-24
140,hydrochloric acid; hydrogen chloride; 7647-01-0; Muriatic acid; Chlorohydric acid; ...,ClH,ClH,Isomeric SMILES: Cl,313,  2004-09-16
141,7440-23-5; Na; Sodium; Natrium; 116001-96-8; ...,Na,Na,Isomeric SMILES: [Na],5360545,  2004-09-16
142,"acetic acid; ethanoic acid; 64-19-7; Ethylic acid; Acetic acid, glacial; ...",C2H4O2,C2H4O2,Isomeric SMILES: CC(=O)O,176,  2004-09-16
